GeneSymbol	GSM9117456	GSM9117457	GSM9117458	GSM9117459	GSM9117460	GSM9117461
ABCC9	0.0015001416830167	0.0	0.0031359601138147	0.0	0.0028952033258232	0.0
ABCD1	2.32681204227979	1.91934811549561	1.48530659746347	2.28670903367887	2.7690542112651	0.949602432737448
ABCD1P2	0.0259724553910179	0.0	0.0	0.0366778047508589	0.116959791321528	0.0229483479123252
ABCD2	0.0	0.0	0.0	0.0	0.0	0.0027575776310635
ABCD3	1.50968954146191	1.30677782631616	0.942306025159946	1.28300038434726	1.58950648267154	1.04222084341481
ABCD4	6.37515652547433	5.36224723354711	3.95818921513548	6.05089954803622	5.11918077236021	7.3933030624082
ABCE1	10.7529369963349	15.9763859362553	13.6563482991017	13.1761437881185	16.9837290594517	14.7065826989592
ABCF1	12.2906731128289	10.7453334841894	9.98336576885336	12.3720563402052	10.7913943562838	9.54459050592947
ABCF2	14.8860572627658	13.2155557442616	17.8168183467352	16.0310170324998	18.1839488912152	18.2350444331496
ABCF2-H2BE1	8.3727349355009	7.43914209631211	8.75495873664049	8.53478285640141	9.29064756147868	10.0155945332406
ABCF2P1	0.437372253612	0.609207385516504	0.650170027239114	0.439216875602501	0.562738670005177	0.360683621392218
ABCF2P2	0.0	0.0	0.0	0.0	0.0	0.0
ABCF3	17.722168333868	12.1947017514107	15.8842042629932	18.2637527848223	17.3712455470888	15.3367642999356
ABCG1	1.89518229425646	0.416423503460078	0.361335631050905	0.631454749541152	0.86899672583367	1.27483759273787
ABCG2	0.353906948211022	0.0198801061143814	0.169224614819718	0.207654055613095	0.0459798911602251	0.404031138053053
ABCG4	0.0800445030136357	0.0637099691927273	0.0334656881576816	0.086661942431476	0.0308964298456011	0.0707245070198994
ABCG5	0.0	0.0	0.0	0.0019417715833851	0.0	0.0
ABCG8	0.0010664341978877	0.0	0.0019816173344424	0.0010039986516713	0.0054884484071524	0.0028267912251983
ABHD1	0.589024523628644	1.09494933563715	0.986497718519797	0.904774882874642	1.52569157009917	0.808053672047204
ABHD10	7.46791528350753	5.24798259332877	11.3296823897304	9.90349472363225	9.07332882182805	9.46826806233785
